;Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating
8971;Summon Night 5;PSP;2013;Role-Playing;Namco Bandai Games;0.15;74;7;8.3;6;Felistella;T
8973;Black * Rock Shooter: The Game;PSP;2011;Role-Playing;Unknown;0.15;66;19;7.2;39;Image Epoch, Imageepoch;T
8974;BMX XXX;PS2;2002;Sports;Acclaim Entertainment;0.15;54;14;4.6;17;Z-Axis, Ltd.;M
8977;Boktai: The Sun is in Your Hand;GBA;2003;Role-Playing;Konami Digital Entertainment;0.15;83;31;9.6;16;KCEJ;E
8979;Guilty Gear X2 #Reload;XB;2004;Fighting;Zoo Digital Publishing;0.15;86;34;7.6;12;Arc System Works;T
8981;ReCore;XOne;2016;Action;Microsoft Game Studios;0.15;63;75;6.6;445;Armature Studio, comcept;T
8982;Soldier of Fortune: Payback;PS3;2007;Shooter;Activision;0.15;50;14;5.4;13;Cauldron Ltd.;M
8983;F1 2012;PC;2012;Racing;Codemasters;0.15;80;15;6.9;115;Codemasters;E
8985;MLB SlugFest 20-03;GC;2002;Sports;Midway Games;0.15;80;10;7.5;4;Gratuitous Games;E
8986;Tiger Woods PGA Tour;DS;2004;Sports;Electronic Arts;0.14;64;21;7.4;7;Sensory Sweep;E
8989;Grabbed by the Ghoulies;XB;2003;Action;Microsoft Game Studios;0.14;66;42;7.3;28;Rare Ltd.;E
8990;Cars: Mater-National Championship;X360;2007;Racing;THQ;0.14;58;9;7.8;6;Rainbow Studios;E
8991;Shadow Hearts: From The New World;PS2;2005;Role-Playing;Ghostlight;0.14;76;42;8.2;33;Nautilus;T
8992;Rayman Raving Rabbids;DS;2007;Misc;Ubisoft;0.14;56;13;6.1;8;Ubisoft Bulgaria;E
8993;Terraria;PC;2011;Action;Unknown;0.14;83;29;8.5;1613;Re-Logic;T
8996;Barbarian;PS2;2002;Fighting;Titus;0.14;63;22;tbd;NA;Saffire;T
8998;L.A. Rush;XB;2005;Racing;Midway Games;0.14;59;36;3;4;Midway;T
8999;Rubik's World;Wii;2008;Puzzle;Game Factory;0.14;64;9;tbd;NA;Two Tribes;E
9000;Record of Agarest War 2;PS3;2010;Role-Playing;Compile Heart;0.14;56;6;7.2;36;Idea Factory, Compile Heart;T
9001;QuickSpot;DS;2006;Misc;Namco Bandai Games;0.14;68;18;tbd;NA;Namco;E10+
9004;Skylanders Giants;3DS;2012;Action;Activision;0.14;59;9;5;13;n-Space;E10+
9005;Spider-Man: Friend or Foe;Wii;2007;Action;Activision;0.14;59;29;8;6;Next Level Games;E10+
9007;Power Rangers: Super Legends;PS2;2007;Action;Disney Interactive Studios;0.14;NA;NA;3;5;Artificial Mind and Movement;E10+
9011;Fatal Frame;PS2;2001;Action;Wanadoo;0.14;74;22;8.9;72;Tecmo;T
9012;Rayman 3;GBA;2003;Platform;Ubisoft;0.14;83;21;7.8;8;Ubisoft;E
9014;BlazBlue: Chrono Phantasma Extend;PS4;2015;Action;PQube;0.14;80;10;7.7;31;Arc System Works;T
9016;Wild ARMs 4;PS2;2005;Role-Playing;505 Games;0.14;69;38;7.3;17;Media Vision;T
9017;Ratatouille;GC;2007;Action;THQ;0.14;60;7;5.6;7;Asobo Studio;E
9018;G.I. Joe: The Rise of Cobra;PS2;2009;Action;Electronic Arts;0.14;50;4;2.3;6;Double Helix Games;T
9019;Casper: Spirit Dimensions;PS2;2001;Platform;TDK Mediactive;0.14;58;7;3.5;6;Lucky Chicken;E
9024;SafeCracker: The Ultimate Puzzle Adventure;DS;2009;Puzzle;The Adventure Company;0.14;43;4;tbd;NA;Firehazard Studio;E
9025;Geometry Wars: Galaxies;DS;2007;Shooter;Vivendi Games;0.14;79;36;7.9;26;Kuju Entertainment;E
9027;Syndicate;PS3;2012;Shooter;EA Games;0.14;75;29;6.5;106;Starbreeze;M
9028;Adrenalin Misfits;X360;2010;Racing;Konami Digital Entertainment;0.14;50;32;tbd;NA;Konami;E
9030;Cave Story 3D;3DS;2011;Platform;Nippon Ichi Software;0.14;82;29;7.7;72;Nicalis;E10+
9032;Mega Man Powered Up;PSP;2006;Platform;Capcom;0.14;82;28;7.5;36;Capcom;E
9034;Class of Heroes;PSP;2008;Role-Playing;Acquire;0.14;61;12;7.1;12;Zerodiv;T
9035;Second Sight;PS2;2004;Adventure;Codemasters;0.14;76;48;8;23;Free Radical Design;T
9036;Heroes of Mana;DS;2007;Strategy;Square Enix;0.14;66;32;tbd;NA;Brownie Brown;E10+
9037;Alien: Isolation;PC;2014;Shooter;Sega;0.14;81;41;8.4;1588;Creative Assembly;M
9039;Just Cause 3;PC;2015;Action;Square Enix;0.14;74;50;5.3;529;Avalanche Studios;M
9040;Monster House;PS2;2006;Adventure;THQ;0.14;59;27;tbd;NA;Artificial Mind and Movement;E10+
9041;Phantom Brave;PS2;2004;Role-Playing;Tecmo Koei;0.14;81;40;7.9;22;Nippon Ichi Software;T
9042;Thor: God of Thunder;X360;2011;Action;Sega;0.14;38;40;5.7;22;Liquid Entertainment;T
9043;Championship Motocross 2001 featuring Ricky Carmichael;PS;2001;Racing;THQ;0.14;70;8;tbd;NA;Funcom;T
9045;Bejeweled 3;PS3;2010;Puzzle;Unknown;0.14;76;5;8.2;5;PopCap;E
9053;FIFA Soccer 2005;GC;2004;Sports;Electronic Arts;0.14;78;22;8.5;6;EA Canada;E
9054;Harvest Moon: Hero of Leaf Valley;PSP;2009;Simulation;Rising Star Games;0.14;74;6;7.9;12;Marvelous Entertainment;E
9056;Hexyz Force;PSP;2009;Role-Playing;Atlus;0.14;68;13;7.3;21;Sting;T
9058;Jonny Moseley Mad Trix;PS2;2001;Sports;3DO;0.14;44;14;5.7;6;3DO;T
9061;MTV Music Generator 3: This Is the Remix;PS2;2004;Misc;Codemasters;0.14;79;28;8.6;8;Mix Max;T
9066;Terminator 3: Rise of the Machines;XB;2003;Action;Atari;0.14;35;24;2;10;Black Ops Entertainment;T
9067;SSX On Tour;XB;2005;Sports;Electronic Arts;0.14;81;35;8.1;10;EA Canada;E
9068;NCAA College Basketball 2K3;XB;2002;Sports;Sega;0.14;84;12;8.4;5;Kush Games;E
9069;Victorious Boxers: Revolution;Wii;2007;Fighting;Ubisoft;0.14;59;26;5.4;8;Cavia Inc.;T
9070;Farming Simulator 2013;PS3;2013;Simulation;Focus Home Interactive;0.14;40;17;2.9;9;Giants Software;E
9071;The Legend of Heroes II: Prophecy of the Moonlight Witch;PSP;2004;Role-Playing;Namco Bandai Games;0.14;63;25;6.9;11;Microvision;E10+
9072;Doom;GBA;2001;Shooter;Activision;0.14;81;24;8.5;15;David A. Palmer Productions;T
9076;PaRappa The Rapper 2;PS2;2001;Misc;Sony Computer Entertainment;0.14;67;26;6.6;26;NanaOn-Sha;E
9080;Super Dodgeball Brawlers;DS;2008;Sports;Arc System Works;0.14;65;12;tbd;NA;Million;E
9081;NFL Head Coach 09;PS3;2008;Sports;Electronic Arts;0.14;64;12;7.1;12;EA Tiburon;E
9082;Hitman: Blood Money;XB;2006;Action;Eidos Interactive;0.14;81;27;9.1;32;Io Interactive;M
9084;PANGYA: Fantasy Golf;PSP;2009;Sports;Takara Tomy;0.14;77;16;7;13;Ntreev Soft;E10+
9086;Pipe Mania;PS2;2008;Puzzle;Empire Interactive;0.14;68;4;tbd;NA;Razorworks Studios;E
9088;Metal Gear Solid V: Ground Zeroes;X360;2014;Action;Konami Digital Entertainment;0.14;NA;NA;5.7;148;Kojima Productions;M
9089;Gretzky NHL 06;PSP;2005;Sports;Sony Computer Entertainment;0.14;65;22;6.8;4;Page 44 Studios;E10+
9092;NFL Blitz 20-03;XB;2002;Sports;Midway Games;0.14;72;12;7.8;4;Point of View;E
9093;PaRappa The Rapper;PSP;2006;Misc;Sony Computer Entertainment;0.14;67;43;5.2;16;Epics;E
9094;Pirates: The Legend of Black Kat;PS2;2002;Adventure;Electronic Arts;0.14;72;24;7.9;8;Westwood Studios;T
9095;Fur Fighters: Viggo's Revenge;PS2;2001;Action;Acclaim Entertainment;0.14;64;15;7.3;37;Bizarre Creations;T
9096;Thor: God of Thunder;PS3;2011;Action;Sega;0.14;39;35;4.4;19;Liquid Entertainment;T
9101;Skylanders Imaginators;PS4;2016;Platform;Activision;0.14;80;47;5.5;17;Toys for Bob;E10+
9103;The Da Vinci Code;PS2;2006;Action;Take-Two Interactive;0.14;54;43;8;24;Double Helix Games;T
9106;Ford Racing Off Road;PSP;2008;Racing;Xplosiv;0.14;47;6;tbd;NA;Razorworks;E
9107;Chicken Shoot;DS;2007;Action;Zoo Digital Publishing;0.14;19;4;3.1;7;FrontLine Studios;E10+
9108;Dead to Rights;GC;2002;Shooter;Electronic Arts;0.14;77;16;8.7;7;Namco;M
9109;Scarface: The World is Yours;Wii;2007;Action;Vivendi Games;0.14;71;23;8.4;29;Radical Entertainment;M
9110;Top Spin 4;Wii;2011;Sports;Take-Two Interactive;0.14;54;8;7.4;7;2K Games;E
9111;Sphinx and the Cursed Mummy;GC;2003;Action;THQ;0.14;79;22;8.8;12;Eurocom Entertainment Software;T
9114;Hero's Saga Laevatein Tactics;DS;2008;Role-Playing;GungHo;0.14;62;10;tbd;NA;GungHo;T
9115;Cabela's Outdoor Adventures (2009);PS2;2009;Sports;Activision Value;0.14;NA;NA;6.6;5;Sand Grain Studios;T
9116;Cranium Kabookii;Wii;2007;Misc;Ubisoft;0.14;64;9;5.4;13;Ubisoft Quebec;E
9119;XCOM 2;PS4;2016;Strategy;Take-Two Interactive;0.14;88;28;8;116;Firaxis Games;T
9122;Pro Evolution Soccer 2015;XOne;2014;Sports;Konami Digital Entertainment;0.14;79;9;7.3;65;Konami;E
9124;Destruction Derby Raw;PS;2000;Racing;Sony Computer Entertainment;0.14;69;9;7.3;14;Studio 33;E
9125;Risen 2: Dark Waters;X360;2012;Role-Playing;Deep Silver;0.14;60;18;6;58;Piranha Bytes;M
9126;World Tour Soccer 2003;PS2;2002;Sports;Sony Computer Entertainment;0.14;78;21;8.3;7;SCEE London Studio;E
9128;Arctic Tale;DS;2007;Adventure;Zoo Digital Publishing;0.14;38;4;tbd;NA;Atomic Planet Entertainment;E
9133;ArmA II;PC;2009;Shooter;505 Games;0.14;77;38;7.5;589;Bohemia Interactive;M
9134;WWE 2K17;PS3;2016;Sports;Take-Two Interactive;0.14;NA;NA;4.1;9;Yuke's;T
9135;Spyro: A Hero's Tail;XB;2004;Platform;Vivendi Games;0.14;64;17;9.1;10;Eurocom Entertainment Software;E
9137;Cities: Skylines;PC;2015;Simulation;Paradox Interactive;0.14;85;60;8.9;1404;Colossal Order;E
9139;Eternal Poison;PS2;2008;Role-Playing;Banpresto;0.14;65;11;8.2;9;Flight-Plan;T
9140;Gretzky NHL 06;PS2;2005;Sports;Sony Computer Entertainment;0.14;62;24;tbd;NA;Page 44 Studios;E10+
9141;Gungrave: Overdose;PS2;2004;Shooter;Play It;0.14;68;50;8.7;12;Seta Corporation;M
9142;Metal Slug Anthology;Wii;2006;Shooter;Ignition Entertainment;0.14;73;38;8;22;Terminal Reality;T
9144;The Orange Box;PC;2007;Shooter;Electronic Arts;0.14;96;34;9.3;1495;Valve Software;M
9145;Shovel Knight;3DS;2015;Platform;Yacht Club Games;0.14;90;9;8.2;225;Yacht Club Games;E
9146;Pro Evolution Soccer 2015;X360;2014;Sports;Konami Digital Entertainment;0.14;NA;NA;6.8;29;Konami;E
9147;NBA ShootOut 2002;PS;2001;Sports;Sony Computer Entertainment;0.14;53;10;tbd;NA;989 Sports;E
9149;Power Gig: Rise of the SixString;PS3;2010;Misc;Unknown;0.14;36;10;0.5;4;Seven45 Studios;T
9150;Mr. Driller: Drill Spirits;DS;2004;Puzzle;Nintendo;0.14;70;35;8.9;9;Namco;E
9155;Baldur's Gate: Dark Alliance;GC;2002;Role-Playing;Virgin Interactive;0.14;79;10;7.7;22;High Voltage Software;T
9159;Dream Pinball 3D;Wii;2008;Misc;SouthPeak Games;0.14;54;8;7.6;7;TopWare Interactive;E10+
9161;Star Wars: Knights of the Old Republic;PC;2003;Role-Playing;LucasArts;0.14;93;33;9;1497;BioWare;T
9162;The Operative: No One Lives Forever;PS2;2002;Shooter;Electronic Arts;0.14;67;23;8;16;Monolith Productions;T
9165;Monster House;GC;2006;Adventure;THQ;0.14;60;18;tbd;NA;Artificial Mind and Movement;E10+
9170;Cabela's African Safari;X360;2006;Sports;Activision Value;0.14;53;4;5;8;FUN Labs;T
9172;Ecco the Dolphin: Defender of the Future;PS2;2002;Adventure;Sony Computer Entertainment;0.14;71;17;8.5;11;Appaloosa Interactive;E
9177;Just Cause;X360;2006;Action;Eidos Interactive;0.14;73;57;7.2;52;Avalanche Studios;M
9178;Hot Wheels: Beat That!;Wii;2007;Racing;Activision;0.14;NA;NA;5.3;9;Eutechnyx;E
9179;X-Blades;X360;2009;Action;SouthPeak Games;0.14;50;39;5.4;14;Gaijin Entertainment;M
9180;Odin Sphere: Leifthrasir;PSV;2016;Role-Playing;Nippon Ichi Software;0.14;93;5;7.9;83;Vanillaware;T
9181;Homefront: The Revolution;XOne;2016;Shooter;Deep Silver;0.14;49;12;4.1;106;Deep Silver Dambuster Studios;M
9183;Godzilla: Save the Earth;XB;2004;Fighting;Atari;0.14;63;22;8.2;6;Pipeworks Software, Inc.;T
9184;Micro Machines;PS2;2002;Racing;Atari;0.14;54;6;tbd;NA;Atari;E
9185;TRINITY: Souls of Zill O'll;PS3;2010;Role-Playing;Ubisoft Annecy;0.14;55;34;6.2;33;Omega Force;T
9189;Asphalt: Urban GT 2;DS;2006;Racing;Ubisoft;0.14;NA;NA;6.9;13;Virtuos;E10+
9191;Virtua Tennis 4;Wii;2011;Sports;Sega;0.14;65;15;7.5;4;Sega;E
9192;Tim Burton's The Nightmare Before Christmas: The Pumpkin King;GBA;2005;Platform;Disney Interactive Studios;0.14;71;5;5.5;6;TOSE;E10+
9195;Enclave;XB;2002;Adventure;Swing! Entertainment;0.14;66;28;8.4;13;Starbreeze;M
9197;Wild ARMs XF;PSP;2007;Role-Playing;505 Games;0.14;64;22;6.6;19;Media Vision;E10+
9199;7 Days to Die;PS4;2016;Action;Telltale Games;0.14;45;16;5.9;140;The Fun Pimps Entertainment LLC;M
9200;Rayman Legends;PSV;2014;Platform;Ubisoft;0.14;87;8;8.4;159;Ubisoft Montpellier;E10+
9201;Dino Crisis 3;XB;2003;Action;Capcom;0.14;51;28;4.1;22;Capcom;M
9202;NFL Blitz 20-03;GC;2002;Sports;Midway Games;0.14;72;11;tbd;NA;Point of View;E
9205;College Hoops 2K8;PS3;2007;Sports;Take-Two Interactive;0.14;82;18;5.2;6;Visual Concepts;E
9206;Risen;PC;2009;Role-Playing;Deep Silver;0.14;77;32;8.1;676;Piranha Bytes;M
9208;Disney's Chicken Little;XB;2005;Platform;Disney Interactive Studios;0.14;68;15;tbd;NA;Avalanche Software;E10+
9209;Transformers: Devastation;XOne;2015;Action;Activision;0.14;75;25;7.9;55;PlatinumGames;T
9210;The Darkness II;PC;2012;Shooter;Take-Two Interactive;0.14;77;20;7.6;448;Digital Extremes;M
9211;Age of Empires: Collector's Edition;PC;2000;Strategy;Ubisoft;0.14;NA;NA;8;6;Ensemble Studios;T
9214;Eragon;X360;2006;Action;Vivendi Games;0.14;48;32;5.7;24;Stormfront Studios;T
9215;Dynasty Warriors 7: Empires;PS3;2012;Action;Ubisoft Annecy;0.14;63;20;8;22;Omega Force;T
9216;Super Puzzle Fighter II Turbo;PS;1996;Puzzle;Virgin Interactive;0.14;83;9;7.4;5;Capcom;E
9217;Star Wars: Jedi Power Battles;GBA;2002;Action;THQ;0.14;58;8;tbd;NA;HotGen;T
9220;Bejeweled 3;X360;2010;Puzzle;Unknown;0.14;78;13;8.4;11;PopCap;E
9226;Dead Island Definitive Collection;PS4;2016;Action;Deep Silver;0.14;63;32;6.4;45;Techland;M
9229;Master Jin Jin's IQ Challenge;DS;2006;Misc;505 Games;0.14;38;4;tbd;NA;Astroll;E
9230;Blazing Angels 2: Secret Missions of WWII;X360;2007;Simulation;Ubisoft;0.14;72;24;7.8;12;Ubisoft Romania;T
9232;Rayman Arena;GC;2002;Racing;Ubisoft;0.14;60;10;7.2;6;Ubisoft;E
9235;How to Train Your Dragon;X360;2010;Action;Activision;0.14;58;23;7.6;10;Etranges Libellules;E10+
9237;4x4 EVO 2;GC;2002;Racing;Vivendi Games;0.14;56;7;tbd;NA;Terminal Reality;E
9239;Battlefield: Hardline;PC;2015;Shooter;Electronic Arts;0.14;71;31;3.8;773;Visceral Games;M
9242;Shining Soul;GBA;2002;Role-Playing;Atari;0.14;58;13;8.5;8;Next Entertainment;E
9243;Brothers: A Tale of Two Sons;PS4;2015;Adventure;505 Games;0.14;81;10;8.6;73;Starbreeze;T
9244;Monster Lab;DS;2008;Role-Playing;Eidos Interactive;0.14;75;8;tbd;NA;Backbone Entertainment;E10+
9249;Dead Rising 2;PC;2010;Action;Capcom;0.14;78;17;6.3;211;Blue Castle Games;M
9252;Fear Factor: Unleashed;GBA;2004;Action;Hip Interactive;0.14;30;15;3;4;DC Studios;T
9253;Hard Rock Casino;PSP;2007;Misc;Oxygen Interactive;0.14;44;8;tbd;NA;Farsight Studios;T
9254;Robots;DS;2005;Action;Vivendi Games;0.14;NA;NA;6.7;6;Griptonite Games;E
9257;Bust-A-Move Deluxe;PSP;2006;Puzzle;505 Games;0.14;67;7;tbd;NA;Taito Corporation;E
9258;Murdered: Soul Suspect;PS3;2014;Action;Square Enix;0.14;NA;NA;7.1;55;Airtight Games;M
9262;Heroes over Europe;X360;2009;Simulation;Ubisoft;0.14;62;39;8.1;9;Transmission Games;T
9264;Create;X360;2010;Action;Electronic Arts;0.14;60;19;5.8;10;EA Bright Light;E
9266;UEFA Euro 2004: Portugal;PS2;2004;Sports;Electronic Arts;0.14;76;21;6.4;18;EA Canada;E
9267;Happy Feet;Wii;2006;Action;Midway Games;0.14;46;11;6.7;16;Artificial Mind and Movement;E
9268;Hot Wheels: World Race;GBA;2003;Racing;THQ;0.14;NA;NA;6.2;5;THQ;E
9271;NBA Jam;XB;2003;Sports;Acclaim Entertainment;0.14;68;17;9.1;7;Acclaim;E
9272;World Tour Soccer 2002;PS2;2001;Sports;Sony Computer Entertainment;0.14;77;21;7.5;10;SCEE London Studio;E
9273;NBA Ballers: Chosen One;PS3;2008;Sports;Midway Games;0.14;54;23;6.5;4;Midway;E
9275;NCIS;X360;2011;Adventure;Ubisoft;0.14;35;11;4.7;7;Ubisoft;T
9276;Travel Games For Dummies;DS;2008;Misc;Electronic Arts;0.14;62;5;tbd;NA;Electronic Arts;E
9279;Apex;XB;2003;Racing;Atari;0.14;74;26;9.1;7;Milestone S.r.l;E
9281;Persona 4: Arena Ultimax;PS3;2014;Fighting;Atlus;0.14;84;38;8.1;85;Arc System Works;T
9282;Tomb Raider: The Prophecy;GBA;2002;Action;Ubisoft;0.14;66;20;8.8;13;Ubisoft Milan;T
9283;Vampire Night;PS2;2001;Shooter;Sony Computer Entertainment;0.14;65;18;8;5;Wow Entertainment;T
9284;Valhalla Knights: Eldar Saga;Wii;2009;Role-Playing;Rising Star Games;0.14;35;17;6.7;19;K2, Kurogane;T
9286;Rio;PS3;2011;Misc;THQ;0.14;65;8;tbd;NA;Eurocom Entertainment Software;E10+
9288;World Championship Poker 2: Featuring Howard Lederer;PSP;2005;Misc;505 Games;0.14;65;17;2.8;17;Crave;T
9289;BIT.TRIP SAGA;3DS;2011;Misc;Rising Star Games;0.14;75;21;7.8;24;Gaijin Games;E
9293;Metal Slug 7;DS;2008;Shooter;Ignition Entertainment;0.14;70;38;7.4;13;SNK Playmore;T
9294;Call of Duty: Infinite Warfare;PC;2016;Shooter;Activision;0.14;73;16;3;440;Infinity Ward;M
9295;Disney's Cinderella: Magical Dreams;GBA;2006;Platform;Disney Interactive Studios;0.14;69;7;tbd;NA;Culture Brain;E
9296;MotoGP '06;X360;2006;Racing;THQ;0.14;80;50;7.7;13;Climax Group, Climax Studios;E
9297;Tiger Woods PGA Tour 2005;GC;2004;Sports;Electronic Arts;0.14;88;18;tbd;NA;EA Sports;E
9298;G.I. Joe: The Rise of Cobra;DS;2009;Action;Electronic Arts;0.14;47;16;7.5;4;Backbone Entertainment;E10+
9299;Spider-Man: Edge of Time;DS;2011;Action;Activision;0.14;50;6;tbd;NA;Beenox, Other Ocean Interactive;E10+
9302;Salt Lake 2002;PS2;2002;Sports;Eidos Interactive;0.14;49;11;3.5;6;Attention To Detail;E
9304;Gladius;XB;2003;Strategy;Activision;0.14;79;31;8.5;22;LucasArts;T
9305;Legends of Wrestling;XB;2002;Fighting;Acclaim Entertainment;0.14;65;10;5.8;4;Acclaim;T
9308;Magnetica;DS;2006;Puzzle;Nintendo;0.14;68;33;8.1;11;Mitchell;E
9309;Red Orchestra 2: Heroes of Stalingrad;PC;2011;Shooter;Tripwire Interactive;0.14;76;49;7.3;729;Tripwire Interactive;M
9310;Spy Hunter 2;XB;2003;Racing;Midway Games;0.13;57;22;tbd;NA;Midway;T
9311;Open Season;DS;2006;Platform;Ubisoft;0.13;72;4;tbd;NA;Ubisoft Quebec;E
9317;Your Shape: Fitness Evolved 2013;WiiU;2012;Action;Ubisoft;0.13;76;8;6.3;16;Blue Byte;E10+
9319;James Bond 007: Nightfire;GBA;2003;Shooter;Electronic Arts;0.13;66;6;8.1;9;JV Games Inc.;T
9322;Back At The Barnyard: Slop Bucket Games;DS;2008;Sports;THQ;0.13;49;4;tbd;NA;THQ;E
9326;Castlevania Chronicles;PS;2001;Platform;Konami Digital Entertainment;0.13;69;16;7;13;Konami;T
9332;King Arthur;PS2;2004;Action;Konami Digital Entertainment;0.13;59;22;8;10;Krome Studios;T
9333;FIFA Street 2;PSP;2006;Sports;Electronic Arts;0.13;58;6;6.9;17;EA Canada;E
9335;The Guy Game;PS2;2004;Misc;Gathering of Developers;0.13;48;20;6.7;13;Top Heavy Studios;M
9337;Blade II;XB;2002;Action;Activision;0.13;53;20;4;4;Mucky Foot Productions;M
9338;Rogue Warrior;PS3;2009;Shooter;Bethesda Softworks;0.13;27;24;2.8;66;Rebellion;M
9340;Baseball Advance;GBA;2002;Sports;Sega;0.13;80;16;7.8;5;Smilebit;E
9341;Nicktoons: MLB;X360;2011;Sports;Take-Two Interactive;0.13;NA;NA;7.6;7;High Voltage Software;E
9344;Nitrobike;Wii;2008;Racing;Ubisoft;0.13;49;22;7.1;7;Left Field Productions;E10+
9349;Vampire Moon: The Mystery of the Hidden Sun;DS;2010;Adventure;City Interactive;0.13;50;8;tbd;NA;City Interactive;E
9354;Hulk Hogan's Main Event;X360;2011;Fighting;505 Games;0.13;26;4;2.2;20;Panic Button;T
9355;Tak 2: The Staff of Dreams;XB;2004;Platform;THQ;0.13;73;25;tbd;NA;Avalanche Software;E
9357;Retro Atari Classics;DS;2005;Misc;Atari;0.13;51;17;3.7;7;Taniko;E
9359;Need for Speed Underground 2;DS;2005;Racing;Electronic Arts;0.13;65;13;7;25;EA Canada;E
9361;Ys: The Ark of Napishtim;PS2;2005;Role-Playing;Konami Digital Entertainment;0.13;72;35;8.8;14;Falcom;T
9365;Divinity II: The Dragon Knight Saga;X360;2010;Role-Playing;Focus Home Interactive;0.13;72;13;7.8;50;Larian Studios;M
9368;NHL 2K8;X360;2007;Sports;Take-Two Interactive;0.13;71;43;7.4;16;Kush Games;E10+
9370;Haunted House;Wii;2010;Action;Atari;0.13;41;6;tbd;NA;Atari, Atari SA;E10+
9371;Top Spin 3;DS;2008;Action;D3Publisher;0.13;65;12;tbd;NA;Pam Development, 2K Sports;E
9372;Syberia;DS;2008;Action;Mindscape;0.13;52;10;tbd;NA;Microids, Dreamcatcher;T
9374;Puzzle Kingdoms;DS;2009;Puzzle;Zoo Digital Publishing;0.13;64;12;6.3;4;Infinite Interactive;E10+
9376;Life is Strange;XOne;2016;Adventure;Square Enix;0.13;85;4;8.7;123;DONTNOD Entertainment;M
9378;NHL 2K9;PS2;2008;Sports;Take-Two Interactive;0.13;NA;NA;6.7;7;Visual Concepts;E10+
9379;Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon;PS2;2008;Role-Playing;Atlus;0.13;79;23;8.7;26;Atlus Co.;M
9380;Rogue Ops;XB;2003;Action;Kemco;0.13;63;24;tbd;NA;Bits Studios;M
9382;Transworld Surf;XB;2001;Sports;Atari;0.13;76;25;tbd;NA;Rockstar San Diego;T
9384;MLB 11: The Show;PS2;2011;Sports;Sony Computer Entertainment;0.13;NA;NA;6.2;6;SCEA San Diego Studios;E
9386;X-Blades;PS3;2009;Action;SouthPeak Games;0.13;50;31;5.9;15;Gaijin Entertainment;M
9388;Army Men: Green Rogue;PS2;2001;Action;3DO;0.13;39;13;3.8;4;3DO;T
9389;Chessmaster;XB;2004;Misc;Ubisoft;0.13;79;12;9;6;Ubisoft;E
9390;Brain Assist;DS;2007;Misc;Sega;0.13;53;17;tbd;NA;Sega;E
9393;Monster Rancher DS;DS;2008;Role-Playing;Tecmo Koei;0.13;58;4;tbd;NA;Cing;E
9394;Peter Jackson's King Kong: The Official Game of the Movie;DS;2005;Action;Ubisoft;0.13;28;5;3.2;32;Ubisoft Casablanca;T
9395;Superman: The Man of Steel;XB;2002;Action;Atari;0.13;44;19;6;11;Circus Freak;T
9396;Kororinpa: Marble Mania;Wii;2006;Puzzle;Nintendo;0.13;69;39;8.7;21;Hudson;E
9399;NHL 2003;GC;2002;Sports;Electronic Arts;0.13;79;13;6.3;4;EA Sports;E
9400;Chicken Run;PS;2000;Adventure;Eidos Interactive;0.13;75;7;6.2;6;Blitz Games;E
9402;Fatal Inertia;X360;2007;Racing;Tecmo Koei;0.13;61;30;4.2;19;Koei;E10+
9404;Phantom Brave: We Meet Again;Wii;2009;Role-Playing;Nippon Ichi Software;0.13;76;12;7.1;15;Nippon Ichi Software;T
9405;NHL 2K9;PS3;2008;Sports;Take-Two Interactive;0.13;70;21;tbd;NA;Visual Concepts;E10+
9409;WWE Survivor Series;GBA;2004;Fighting;THQ;0.13;55;12;8.2;5;Natsume;T
9411;Kung-Fu: High Impact;X360;2011;Action;Black Bean Games;0.13;56;18;7.8;20;Virtual Air Guitar Company;T
9412;Euro Truck Simulator 2;PC;2012;Action;SCS Software;0.13;79;17;8.7;992;SCS Software;
9415;Tomb Raider: Legend;XB;2006;Action;Eidos Interactive;0.13;82;40;7.2;13;Crystal Dynamics;T
9418;Ninjatown;DS;2008;Strategy;SouthPeak Games;0.13;80;40;8.3;21;Venan Entertainment, Cashmere Prod.;E
9419;Warcraft III: Reign of Chaos;PC;2002;Strategy;Vivendi Games;0.13;92;40;9.1;1023;Blizzard Entertainment;T
9421;Frogger Beyond;GC;2002;Platform;Konami Digital Entertainment;0.13;60;6;7.2;5;Konami;E
9423;RPG Maker II;PS2;2002;Role-Playing;Enterbrain;0.13;65;9;8.8;77;Kuusou Kagaku;E
9425;Alone in the Dark: Inferno;PS3;2008;Adventure;Atari;0.13;69;25;5.6;50;Eden Studios;M
9427;Gravity Rush Remastered;PS4;2015;Action;Sony Computer Entertainment;0.13;80;62;8.2;153;Bluepoint Games;T
9428;Destruction Derby Arenas;PS2;2004;Racing;Sony Computer Entertainment;0.13;57;27;7.8;14;Studio 33;T
9429;Dengeki Bunko Fighting Climax;PSV;2014;Fighting;Sega;0.13;75;7;8.5;28;Sega;T
9430;MLB Power Pros 2008;Wii;2008;Sports;Konami Digital Entertainment;0.13;79;16;8.7;21;Konami;E
9433;Cabela's Dangerous Hunts 2009;X360;2008;Sports;Activision;0.13;42;4;tbd;NA;FUN Labs;T
