"","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"6339","PS3","2011","Racing","Activision",0.27,62,16,"3.7",15,"Eutechnyx","E"
"6340","PS2","2007","Action","Electronic Arts",0.27,61,17,"8",28,"EA Games","E10+"
"6341","Wii","2010","Action","Activision",0.27,41,15,"6.5",8,"Next Level Games","T"
"6342","PS2","2007","Racing","THQ",0.27,71,8,"6.4",8,"Paradigm Entertainment","T"
"6344","X360","N/A","Shooter","Activision",0.27,75,53,"7.5",57,"Neversoft Entertainment","M"
"6345","Wii","2010","Sports","Take-Two Interactive",0.27,62,12,"5.8",4,"Visual Concepts","E10+"
"6346","XB","2005","Action","Activision",0.27,62,46,"6.6",8,"7 Studios","T"
"6347","GBA","2001","Sports","Activision",0.27,71,11,"tbd",NA,"HotGen","E"
"6348","PS3","2010","Sports","Activision",0.27,NA,NA,"8.5",4,"FUN Labs","E"
"6350","PS2","2000","Racing","Namco Bandai Games",0.27,77,16,"6",5,"Namco","E"
"6352","3DS","2013","Action","Warner Bros. Interactive Entertainment",0.27,68,7,"6.8",38,"Armature Studio","T"
"6354","PS3","2011","Action","Electronic Arts",0.27,77,56,"8.1",124,"Grasshopper Manufacture","M"
"6355","PC","2010","Strategy","Ubisoft",0.27,76,33,"8.1",176,"Eugen Systems","T"
"6357","PS3","2016","Action","Warner Bros. Interactive Entertainment",0.27,NA,NA,"5.5",8,"TT Games","E10+"
"6358","PS3","N/A","Misc","Unknown",0.27,42,20,"6.6",12,"Zoe Mode, HB Studios Multimedia","T"
"6361","GC","2003","Sports","Electronic Arts",0.27,84,17,"9",4,"EA Sports","E"
"6363","XB","2002","Racing","Electronic Arts",0.27,84,13,"tbd",NA,"EA Sports","E"
"6370","PSP","2006","Sports","Electronic Arts",0.27,68,13,"tbd",NA,"EA Tiburon","E"
"6373","PS2","2002","Shooter","BAM! Entertainment",0.27,56,16,"7",4,"Kuju Entertainment","M"
"6375","DS","2010","Action","Konami Digital Entertainment",0.27,65,4,"tbd",NA,"Amble","E"
"6377","GC","2006","Simulation","Electronic Arts",0.27,66,15,"7.3",8,"Maxis","T"
"6379","3DS","2014","Action","Unknown",0.27,69,16,"7.6",32,"Indies Zero","E"
"6381","PC","2011","Strategy","Kalypso Media",0.27,78,46,"7.7",359,"Haemimont","T"
"6382","X360","2007","Sports","Take-Two Interactive",0.27,79,23,"8.4",21,"Blue Castle Games","E"
"6384","PS2","2003","Simulation","Konami Digital Entertainment",0.27,75,13,"8.9",21,"Blue Tongue Entertainment","T"
"6386","PS","2000","Sports","Sony Computer Entertainment",0.27,71,10,"tbd",NA,"989 Sports","E"
"6388","XB","2002","Sports","Electronic Arts",0.27,78,20,"7.9",7,"Electronic Arts","T"
"6390","X360","2009","Sports","Activision Value",0.27,NA,NA,"5.6",5,"Activision","T"
"6394","PS2","2005","Fighting","Namco Bandai Games",0.27,52,14,"8.3",21,"Eighting","T"
"6396","X360","2010","Strategy","Ubisoft",0.27,78,45,"7",38,"Eugen Systems","T"
"6397","PS2","2004","Strategy","Atari",0.27,66,20,"8.3",6,"High Voltage Software","E"
"6399","DS","2007","Puzzle","Mumbo Jumbo",0.27,71,10,"tbd",NA,"Mac Play, MacPlay","E"
"6400","X360","2007","Action","THQ",0.27,56,14,"tbd",NA,"Heavy Iron Studios","E"
"6401","X360","2011","Sports","Ubisoft",0.27,41,8,"7.4",7,"Ubisoft Vancouver","E"
"6402","PS2","2007","Adventure","Ubisoft",0.27,NA,NA,"7",6,"Yuke's","E"
"6404","Wii","2008","Misc","MTV Games",0.27,NA,NA,"7.2",5,"Harmonix Music Systems","T"
"6405","DS","2007","Misc","Electronic Arts",0.27,58,11,"tbd",NA,"EA Montreal","E10+"
"6408","PS3","2006","Sports","Sony Computer Entertainment",0.27,63,24,"6.3",10,"SCEA","E"
"6409","X360","2011","Shooter","Ubisoft",0.27,47,62,"5.7",109,"Techland","M"
"6410","DS","2008","Misc","Ubisoft",0.27,59,4,"6.7",6,"Ubisoft, Sensory Sweep","E"
"6412","DS","2005","Racing","Electronic Arts",0.27,45,4,"6.1",22,"EA Canada","E"
"6414","X360","2009","Shooter","SouthPeak Games",0.27,69,49,"7.3",59,"TimeGate Studios","T"
"6417","XB","2003","Sports","Sega",0.27,87,18,"8.2",25,"Visual Concepts","E"
"6420","PS2","2002","Misc","Pacific Century Cyber Works",0.26,46,14,"8.4",11,"Pacific Century Cyber Works","T"
"6421","PS3","2012","Action","Activision",0.26,40,9,"6.4",31,"Heavy Iron Studios","M"
"6422","X360","2007","Sports","Take-Two Interactive",0.26,75,22,"6.8",52,"Visual Concepts","E10+"
"6424","DS","2007","Simulation","Majesco Entertainment",0.26,46,9,"7",6,"LDW, Big Fish Games","E"
"6425","X360","2010","Strategy","PopCap Games",0.26,89,27,"8.2",160,"PopCap","E10+"
"6429","PS4","2016","Action","Warner Bros. Interactive Entertainment",0.26,73,28,"8.5",79,"Rocksteady Studios, Virtuos","T"
"6431","PS2","2001","Action","Take-Two Interactive",0.26,53,16,"7.3",11,"Human Head Studios","M"
"6432","X360","2008","Action","Sega",0.26,55,42,"6.4",24,"Edge of Reality","T"
"6433","XB","2002","Shooter","Sega",0.26,90,41,"8.5",64,"Smilebit","T"
"6437","DS","2010","Simulation","Nintendo",0.26,87,4,"5.6",9,"Indies Zero","E"
"6441","PS2","2008","Shooter","Activision Value",0.26,NA,NA,"8.3",11,"FUN Labs","E10+"
"6442","DS","2008","Role-Playing","Konami Digital Entertainment",0.26,76,24,"7.4",37,"Konami","E10+"
"6443","X360","2006","Action","Electronic Arts",0.26,51,48,"6.2",49,"EA Tiburon","T"
"6444","DS","2009","Role-Playing","Atlus",0.26,84,28,"8.8",79,"Atlus","T"
"6445","Wii","2013","Strategy","Activision",0.26,NA,NA,"2.8",5,"Exient Entertainment","E"
"6450","PS4","2015","Platform","Sony Computer Entertainment",0.26,81,70,"8.1",188,"Media Molecule","E"
"6451","PS2","2006","Sports","Midway Games",0.26,56,11,"7.5",10,"Blue Shift","E10+"
"6452","DS","2008","Role-Playing","Atlus",0.26,82,17,"8.9",24,"Atlus","E10+"
"6455","PS3","2008","Action","Sega",0.26,55,26,"6.8",20,"Edge of Reality","T"
"6456","X360","2010","Action","Rising Star Games",0.26,68,39,"8.2",332,"Access Games","M"
"6460","Wii","2010","Action","THQ",0.26,49,6,"tbd",NA,"THQ","E10+"
"6462","PS2","2004","Racing","Take-Two Interactive",0.26,50,7,"6.6",8,"Razorworks Studios","E"
"6464","PS3","2011","Action","Ubisoft",0.26,59,27,"5.7",13,"Ubisoft Montpellier","E10+"
"6466","PS2","2007","Role-Playing","Sega",0.26,NA,NA,"8.4",8,"Sonic Team","T"
"6468","Wii","2010","Sports","Take-Two Interactive",0.26,53,4,"tbd",NA,"Visual Concepts","E"
"6469","GBA","2002","Action","THQ",0.26,55,5,"tbd",NA,"Human Soft","E"
"6470","PSP","2010","Fighting","Namco Bandai Games",0.26,63,22,"8.6",20,"Spike","T"
"6471","3DS","2013","Role-Playing","Atlus",0.26,80,41,"8.2",89,"Atlus","T"
"6474","GBA","2006","Role-Playing","Nintendo",0.26,83,25,"7.2",75,"TOSE","E"
"6475","GBA","2005","Racing","Electronic Arts",0.26,NA,NA,"8.3",14,"EA Canada","E"
"6476","PS","2000","Simulation","Activision",0.26,76,12,"tbd",NA,"Warthog","E"
"6477","GC","2002","Shooter","LucasArts",0.26,67,20,"7.6",16,"LucasArts","T"
"6481","PS3","2011","Action","Tecmo Koei",0.26,64,11,"7.8",9,"Omega Force","T"
"6482","Wii","2007","Simulation","THQ",0.26,NA,NA,"5",6,"Blitz Games","E"
"6484","PSP","2006","Fighting","Namco Bandai Games",0.26,70,11,"6.6",11,"Bandai","T"
"6485","X360","2012","Action","Activision",0.26,63,13,"3.5",27,"Rovio Mobile, Rovio Entertainment","E"
"6487","Wii","2009","Sports","Take-Two Interactive",0.26,61,5,"4.5",10,"2K Sports","E"
"6489","XOne","2016","Sports","Take-Two Interactive",0.26,68,12,"5.5",27,"Yuke's","T"
"6491","X360","2007","Strategy","Eidos Interactive",0.26,73,55,"7.1",40,"Eidos Interactive","T"
"6493","PS2","2002","Racing","BAM! Entertainment",0.26,59,14,"9",17,"Spike","E"
"6494","XOne","2015","Racing","Slightly Mad Studios",0.26,81,16,"5.8",135,"Slightly Mad Studios","E"
"6495","PSP","2009","Sports","Sony Computer Entertainment",0.26,78,12,"6.9",7,"SCEA San Diego Studios","E"
"6496","PS","1999","Misc","Enix Corporation",0.26,66,8,"8.9",35,"Metro","E"
"6497","Wii","2011","Role-Playing","Nintendo",0.26,59,16,"7.9",10,"Level 5",""
"6506","PS2","2007","Sports","Electronic Arts",0.26,NA,NA,"5",8,"EA Canada","E"
"6507","PS2","2004","Simulation","Indie Games",0.26,73,19,"8.7",7,"From Software","T"
"6509","PS2","2002","Sports","Konami Digital Entertainment",0.26,44,14,"6.7",9,"Konami","T"
"6513","Wii","2009","Misc","Konami Digital Entertainment",0.26,49,5,"tbd",NA,"Artificial Mind and Movement","T"
"6514","XB","2003","Sports","TDK Mediactive",0.26,77,33,"8.4",7,"Hypnotix","M"
"6515","GC","2001","Adventure","Ubisoft",0.26,70,17,"5.8",16,"Ubisoft Montreal","T"
"6523","PS3","2008","Action","Activision",0.26,67,44,"7.9",34,"Treyarch, Shaba Games","T"
"6524","PS2","2001","Role-Playing","Eidos Interactive",0.26,67,21,"8.4",43,"Prokion","T"
"6525","GC","2003","Racing","Vivendi Games",0.26,66,10,"7.4",8,"Vicarious Visions","E"
"6526","PS3","2014","Action","Tecmo Koei",0.26,NA,NA,"8",11,"Omega Force","T"
"6528","Wii","2009","Sports","Take-Two Interactive",0.26,55,17,"tbd",NA,"2K Shanghai","T"
"6529","Wii","2009","Racing","Nintendo",0.26,77,29,"8.6",26,"Monster Games Inc.","E"
"6531","GBA","2003","Action","Konami Digital Entertainment",0.26,59,6,"tbd",NA,"Konami Computer Entertainment Hawaii","E"
"6534","XB","2005","Adventure","Electronic Arts",0.26,88,65,"9.1",58,"Oddworld Inhabitants","T"
"6535","PS2","2004","Fighting","Ignition Entertainment",0.26,64,45,"6.9",12,"SNK Playmore","T"
"6537","PS3","2012","Role-Playing","Tecmo Koei",0.26,70,17,"6.6",120,"Gust","T"
"6539","PS4","2016","Shooter","Take-Two Interactive",0.26,68,55,"6.8",402,"Gearbox Software","T"
"6542","Wii","2009","Simulation","Namco Bandai Games",0.26,64,7,"tbd",NA,"Machatin, Inc.","E10+"
"6543","PS2","2002","Adventure","Sony Computer Entertainment",0.26,78,31,"9",39,"Surreal Software","M"
"6546","X360","2013","Action","Capcom",0.26,75,30,"7.4",170,"Capcom","M"
"6547","X360","2010","Sports","Activision",0.26,53,10,"6.6",10,"Robomodo","E"
"6549","PS3","2012","Action","Sony Computer Entertainment",0.26,74,60,"8.4",89,"Crispy's","T"
"6551","X360","2013","Shooter","Electronic Arts",0.26,54,55,"6.2",195,"Visceral Games","M"
"6552","PS3","2013","Platform","Sony Computer Entertainment Europe",0.26,80,75,"8.5",236,"SCE Japan Studio","E10+"
"6554","PS3","2007","Action","Ubisoft",0.26,78,17,"6.5",41,"Ubisoft Shanghai","M"
"6557","DS","2006","Action","Capcom",0.26,71,41,"8.4",36,"Capcom","M"
"6559","X360","2008","Shooter","Atari",0.26,47,39,"7.1",87,"Spark Unlimited","M"
"6560","X360","2005","Action","Ubisoft",0.26,80,57,"7.5",79,"Ubisoft Montpellier","T"
"6562","DS","2005","Platform","Ubisoft",0.26,58,20,"7.6",19,"DC Studios","E"
"6564","GBA","2002","Racing","Liquid Games",0.26,49,7,"tbd",NA,"Tantalus Interactive","E"
"6565","PC","2008","Strategy","Microsoft Game Studios",0.26,NA,NA,"8.4",14,"Blue Fang Games","E"
"6567","XB","2002","Sports","Acclaim Entertainment",0.26,79,15,"8.1",7,"Acclaim","E"
"6568","PS2","2004","Racing","Activision",0.26,77,30,"8.1",9,"Left Field Productions","E"
"6571","PS2","2003","Sports","Sony Computer Entertainment",0.26,58,19,"7.8",8,"989 Sports","E"
"6573","DS","2008","Adventure","Codemasters",0.26,46,5,"3.6",5,"Gorilla Systems","E10+"
"6574","GBA","2002","Platform","Konami Digital Entertainment",0.26,87,27,"8.2",39,"KCET","T"
"6575","PS2","2001","Racing","Sony Computer Entertainment",0.26,73,18,"6",5,"Studio Liverpool","E"
"6578","DS","2006","Adventure","Disney Interactive Studios",0.26,63,11,"8.6",7,"Amaze Entertainment","T"
"6579","XB","2004","Role-Playing","Acclaim Entertainment",0.26,77,44,"7.9",16,"Black Isle Studios","T"
"6580","DS","2004","Sports","Electronic Arts",0.26,68,25,"7.7",7,"Exient Entertainment","E"
"6581","GC","2004","Sports","Electronic Arts",0.26,89,25,"8.5",11,"EA Sports","E"
"6582","DS","2004","Puzzle","Nintendo",0.26,73,34,"8.4",17,"Mitchell","E"
"6583","GBA","2001","Fighting","Ubisoft",0.25,84,17,"7.4",10,"Capcom","T"
"6584","XB","2003","Simulation","LucasArts",0.25,77,31,"8.8",4,"Totally Games","T"
"6585","PC","2006","Role-Playing","Take-Two Interactive",0.25,94,54,"8.1",2454,"Bethesda Softworks","M"
"6588","DS","2005","Misc","Nintendo",0.25,79,51,"7.9",32,"Fuse Games Limited","E"
"6589","PS2","2006","Action","THQ",0.25,56,12,"8.6",17,"Artificial Mind and Movement","E10+"
"6591","DS","2007","Sports","Electronic Arts",0.25,71,11,"tbd",NA,"Exient Entertainment","E"
"6594","PS3","2015","Action","Namco Bandai Games",0.25,NA,NA,"3.7",7,"Omega Force","T"
"6595","PS2","2009","Action","LucasArts",0.25,NA,NA,"8.3",9,"LucasArts, Krome Studios","T"
"6596","GC","2002","Adventure","Vivendi Games",0.25,81,19,"8.5",15,"Hudson","E"
"6597","PSP","2007","Racing","Sega",0.25,74,14,"7.2",9,"Bugbear","E"
"6599","PS2","2000","Sports","Take-Two Interactive",0.25,46,15,"4.6",8,"Opus","E"
"6604","X360","2008","Racing","Electronic Arts",0.25,69,32,"7.8",15,"EA Games","E"
"6605","XB","2005","Misc","Activision",0.25,52,14,"tbd",NA,"Activision Value","E10+"
"6606","PS3","2008","Racing","Electronic Arts",0.25,65,22,"7.5",10,"EA Games","E"
"6607","X360","2012","Role-Playing","Focus Home Interactive",0.25,52,35,"5.2",126,"Cyanide, Cyanide Studios","M"
"6610","GC","2006","Action","Midway Games",0.25,NA,NA,"8.6",8,"Artificial Mind and Movement","E"
"6613","PS2","2003","Misc","Disney Interactive Studios",0.25,56,6,"tbd",NA,"Ubisoft Shanghai","E"
"6614","XB","2002","Sports","Electronic Arts",0.25,64,17,"tbd",NA,"Pandemic Studios","E"
"6618","Wii","2009","Action","Activision",0.25,69,12,"tbd",NA,"Beenox","E10+"
"6622","PC","2010","Simulation","Ubisoft",0.25,62,26,"3.5",104,"Ubisoft Romania","T"
"6623","XB","2003","Sports","Microsoft Game Studios",0.25,80,34,"7.7",20,"Indie Built","E"
"6625","Wii","2009","Role-Playing","Square Enix",0.25,64,29,"5.6",11,"Square Enix","E10+"
"6626","PS2","N/A","Sports","Unknown",0.25,77,14,"7.3",6,"2K Sports","E"
"6628","PS3","2007","Action","Electronic Arts",0.25,86,23,"6.9",23,"EA Canada","E10+"
"6630","PS3","2014","Misc","Ubisoft",0.25,NA,NA,"6.8",4,"Ubisoft","E10+"
"6631","3DS","2015","Role-Playing","FuRyu",0.25,67,31,"7.1",54,"FuRyu","E10+"
"6632","PS3","2007","Racing","THQ",0.25,71,10,"6.4",5,"Juice Games","T"
"6633","PS","1996","Racing","Psygnosis",0.25,93,8,"8.7",20,"Psygnosis",""
"6634","PC","2011","Action","LucasArts",0.25,76,14,"7.5",44,"Traveller's Tales","E10+"
"6635","PS","2001","Action","BAM! Entertainment",0.25,30,6,"6.3",4,"VIS Entertainment","E"
"6637","X360","2006","Sports","Tecmo Koei",0.25,53,46,"6.7",42,"Team Ninja","M"
"6638","PS3","N/A","Sports","Home Entertainment Suppliers",0.25,64,6,"",NA,"Sidhe Interactive","E"
"6640","PS4","2016","Misc","Sony Computer Entertainment",0.25,59,48,"7.1",73,"Sony Interactive Entertainment","M"
"6641","PS3","2011","Action","Bethesda Softworks",0.25,57,34,"6.2",70,"InXile Entertainment","M"
"6642","XB","2004","Shooter","Vivendi Games",0.25,73,47,"8",8,"2015","M"
"6643","GBA","2001","Puzzle","Activision",0.25,88,16,"",NA,"AI","E"
"6646","GC","2005","Shooter","Electronic Arts",0.25,71,22,"7.9",14,"EA LA","T"
"6647","GC","2003","Platform","Sega",0.25,71,37,"8.7",31,"Sonic Team","E"
"6648","X360","2007","Action","Electronic Arts",0.25,85,44,"8.2",44,"EA Canada","E10+"
"6649","GBA","2001","Misc","Midway Games",0.25,48,9,"tbd",NA,"Midway","E"
"6651","PS2","2002","Racing","Sony Computer Entertainment",0.25,83,21,"8.5",43,"Studio Liverpool","E"
"6653","PS3","2010","Action","Deep Silver",0.25,42,33,"3.8",20,"ZootFly","T"
"6655","XB","2005","Sports","Electronic Arts",0.25,79,35,"8.4",18,"EA Canada","E10+"
"6657","DS","2008","Simulation","Ubisoft",0.25,NA,NA,"7",4,"Ubisoft","E"
"6658","PC","2015","Strategy","Ubisoft",0.25,72,45,"5.9",278,"Blue Byte","E10+"
"6659","Wii","2010","Misc","Zoo Games",0.25,NA,NA,"3",4,"Smack Down Productions","E"
"6660","XB","2004","Misc","Atari",0.25,68,15,"tbd",NA,"Digital Eclipse","E"
"6661","PS","2000","Fighting","Ubisoft",0.25,53,6,"7.4",16,"Opus","T"
"6662","DS","2007","Simulation","Empire Interactive",0.25,49,7,"tbd",NA,"Empire Interactive","E"
"6663","XB","2003","Shooter","Ubisoft",0.25,74,38,"8.3",15,"Southend Interactive","M"
"6664","PS3","2009","Action","THQ",0.25,65,5,"6.5",4,"Heavy Iron Studios","E10+"
"6668","DS","2010","Misc","Ubisoft",0.25,64,5,"6.6",5,"Ubisoft","E10+"
"6669","X360","2007","Racing","THQ",0.25,78,20,"7.3",11,"Climax Group, Climax Studios","E"
"6670","X360","2006","Racing","THQ",0.25,65,16,"6.1",8,"Rainbow Studios","E"
"6680","PS3","2014","Misc","Sega",0.25,78,15,"8.6",49,"Sega","T"
"6681","DS","2009","Role-Playing","Hudson Soft",0.25,36,4,"tbd",NA,"Hudson Soft","E"
"6683","X360","2008","Action","Activision",0.25,62,23,"tbd",NA,"Toys for Bob","E10+"
"6684","PC","2013","Racing","Electronic Arts",0.25,76,16,"3.3",546,"Ghost Games","E10+"
"6685","PS2","2008","Action","Vivendi Games",0.25,38,7,"6.8",6,"Eurocom Entertainment Software","T"
"6686","GC","2003","Fighting","Electronic Arts",0.25,81,22,"8.5",8,"Aki Corp.","T"
"6689","XB","2005","Simulation","Electronic Arts",0.25,75,31,"7.1",8,"Maxis","T"
"6690","Wii","2008","Action","Activision",0.25,63,20,"6.9",13,"Treyarch, Shaba Games","T"
"6692","PS3","2013","Shooter","Take-Two Interactive",0.25,69,22,"6.7",79,"2K Marin","M"
"6693","PS2","2003","Sports","Sega",0.25,87,21,"8.7",19,"Blue Shift","E"
"6694","Wii","2007","Sports","Activision",0.25,57,8,"6.2",19,"Page 44 Studios","T"
"6696","PSP","2009","Action","Activision",0.25,63,10,"7.8",17,"Amaze","T"
"6697","X360","2006","Action","THQ",0.25,70,52,"7.5",48,"Relic","M"
"6700","X360","2008","Sports","Take-Two Interactive",0.25,56,45,"6.4",29,"Venom Games","T"
"6704","PS2","2005","Action","Capcom",0.25,64,27,"7.4",12,"Capcom","T"
"6709","X360","2008","Adventure","Disney Interactive Studios",0.25,57,18,"7.1",7,"Avalanche Software","E10+"
"6711","X360","2011","Action","Activision",0.25,57,50,"6.8",33,"Beenox","T"
"6715","PC","2011","Adventure","Take-Two Interactive",0.25,83,28,"7.9",903,"Rockstar Leeds","M"
"6716","PS2","2008","Action","Tecmo Koei",0.25,43,7,"5.4",14,"Koei, Omega Force","T"
"6718","XB","2005","Shooter","Ubisoft",0.25,70,19,"7.4",21,"Secret Level","T"
"6719","PS","1999","Role-Playing","Ubisoft",0.25,89,14,"6.6",77,"Game Arts","E"
"6722","PS2","2006","Adventure","Ubisoft",0.25,51,32,"7.5",13,"7 Studios","T"
"6726","GC","2005","Platform","Midway Games",0.25,55,4,"7.9",10,"Artificial Mind and Movement","E"
"6727","PS2","2007","Racing","THQ",0.25,67,4,"tbd",NA,"Rainbow Studios","E"
"6728","X360","2007","Simulation","505 Games",0.25,65,31,"7.2",31,"From Software","T"
"6729","X360","2009","Racing","Activision",0.25,NA,NA,"6",4,"Sidhe Interactive","E"
"6733","PS3","2008","Racing","Black Bean Games",0.25,59,7,"6.1",8,"Milestone S.r.l","E10+"
"6734","DS","2009","Action","Activision",0.25,50,5,"6.8",11,"LucasArts","T"
"6735","Wii","2009","Action","Activision",0.25,53,8,"6.1",10,"Amaze Entertainment","T"
"6736","PSP","2009","Role-Playing","Nippon Ichi Software",0.25,83,33,"7.1",47,"Nippon Ichi Software","T"
"6741","PS3","2007","Sports","Spike",0.25,74,19,"4.7",7,"Kush Games","E"
"6742","PS2","2004","Role-Playing","Square Enix",0.25,77,13,"8",10,"Square Enix","T"
"6743","PS3","2009","Shooter","Vivendi Games",0.25,80,45,"7.7",40,"Starbreeze","M"
"6746","PS3","2014","Adventure","Activision",0.25,NA,NA,"5.9",8,"WayForward","E10+"
"6748","GC","2005","Role-Playing","Activision",0.25,82,34,"6.2",26,"Raven Software","T"
"6749","GBA","2002","Action","Vivendi Games",0.25,63,6,"tbd",NA,"Runecraft","E"
"6750","PS3","2010","Racing","Activision",0.25,NA,NA,"6.3",4,"Virtuos","E"
"6751","PS3","2010","Misc","Sony Computer Entertainment",0.25,56,17,"4.9",8,"SCE Studio Cambridge","E"
"6752","X360","2012","Action","Activision",0.25,39,28,"5",51,"Heavy Iron Studios","M"
"6753","X360","2012","Action","Tecmo Koei",0.25,58,39,"4.4",136,"Team Ninja","M"
"6755","PC","2016","Strategy","Take-Two Interactive",0.25,88,81,"7.3",684,"Firaxis Games","E10+"
"6757","Wii","2010","Action","Electronic Arts",0.25,62,7,"tbd",NA,"EA Bright Light","E"
"6758","PS4","2015","Role-Playing","Namco Bandai Games",0.25,63,32,"6.3",60,"Bandai Namco Games, Artdink","T"
"6759","GC","2002","Sports","Nintendo",0.25,71,18,"7.4",7,"Left Field Productions","E"
"6760","XOne","2015","Racing","Codemasters",0.25,64,13,"5.3",22,"Codemasters","E"
"6762","GBA","2004","Racing","Nintendo",0.25,66,12,"tbd",NA,"Nintendo","E"
"6765","PSV","2013","Platform","Sony Computer Entertainment Europe",0.25,75,15,"8.2",148,"Sanzaru Games","E10+"
"6766","PS2","2005","Adventure","Global Star",0.24,NA,NA,"7",4,"Take-Two Interactive","EC"
"6768","PS2","2006","Role-Playing","Namco Bandai Games",0.24,43,12,"8",20,"Bec","E10+"
"6769","GBA","2005","Simulation","Ubisoft",0.24,NA,NA,"7.9",8,"MTO","E"
"6770","PC","2012","Action","Square Enix",0.24,79,26,"7",1327,"Io Interactive, Nixxes Software","M"
"6771","3DS","2015","Role-Playing","Atlus",0.24,79,32,"8.7",82,"Image Epoch, Imageepoch","T"
"6772","Wii","2010","Sports","Ubisoft",0.24,51,8,"8.6",15,"Asobo Studio","E"
"6774","XOne","2014","Racing","Ubisoft",0.24,80,28,"7.1",158,"RedLynx","E10+"
"6775","PS2","N/A","Misc","Unknown",0.24,73,23,"8.8",14,"Capcom","E"
"6777","X360","2006","Shooter","Ubisoft",0.24,78,46,"6.2",80,"Ubisoft Montreal","M"
